Quarter,Airport Code,City,State,Average Fare ($),Adj Average Fare ($),Passengers (2024 Benchmark)
Q3_2020,BKW,Beckley,WV,299.0,363.25,206.0
Q3_2020,CRW,Charleston/Dunbar,WV,329.32,400.09,11747.0
Q3_2020,CKB,Clarksburg/Fairmont,WV,225.69,274.19,2195.0
Q3_2020,LWB,Lewisburg,WV,305.18,370.76,236.0
Q3_2020,MGW,Morgantown,WV,293.62,356.71,201.0
Q3_2020,PKB,Parkersburg,WV,310.17,376.82,174.0
Q3_2020,CPR,Casper,WY,380.29,462.02,5500.0
Q3_2020,COD,Cody,WY,369.1,448.41,1631.0
Q3_2020,GCC,Gillette,WY,413.98,502.94,1653.0
Q3_2020,JAC,Jackson,WY,376.03,456.83,16840.0
Q3_2020,LAR,Laramie,WY,374.78,455.32,961.0
Q3_2020,RIW,Riverton/Lander,WY,364.02,442.25,1179.0
Q3_2020,RKS,Rock Springs,WY,433.3,526.41,1198.0
Q3_2020,SHR,Sheridan,WY,340.66,413.86,1488.0
Q4_2020,ADK,Adak Island,AK,895.29,1085.18,57.0
Q4_2020,ANC,Anchorage,AK,443.88,538.03,113291.0
Q4_2020,BRW,Barrow,AK,448.74,543.91,1914.0
Q4_2020,BET,Bethel,AK,371.63,450.46,5442.0
Q4_2020,CDB,Cold Bay,AK,735.0,890.9,5.0
Q4_2020,CDV,Cordova,AK,409.83,496.75,811.0
Q4_2020,SCC,Deadhorse,AK,528.59,640.7,1933.0
Q4_2020,DLG,Dillingham,AK,502.64,609.25,1385.0
Q4_2020,FAI,Fairbanks,AK,491.4,595.63,27618.0
Q4_2020,JNU,Juneau,AK,403.13,488.64,14056.0
Q4_2020,KTN,Ketchikan,AK,445.92,540.5,5377.0
Q4_2020,AKN,King Salmon,AK,464.11,562.55,959.0
Q4_2020,ADQ,Kodiak,AK,483.22,585.72,3500.0
Q4_2020,OTZ,Kotzebue,AK,504.71,611.76,2107.0
Q4_2020,OME,Nome,AK,502.72,609.35,2311.0
Q4_2020,PSG,Petersburg,AK,412.74,500.29,1000.0
Q4_2020,SIT,Sitka,AK,463.17,561.41,3745.0
Q4_2020,WRG,Wrangell,AK,494.14,598.95,631.0
Q4_2020,YAK,Yakutat,AK,554.48,672.08,370.0
Q4_2020,BHM,Birmingham,AL,308.28,373.66,87795.0
Q4_2020,DHN,Dothan,AL,509.51,617.59,1974.0
Q4_2020,HSV,Huntsville,AL,372.92,452.02,44464.0
Q4_2020,MOB,Mobile,AL,353.56,428.56,15611.0
Q4_2020,MGM,Montgomery,AL,374.43,453.85,10260.0
Q4_2020,MSL,Muscle Shoals,AL,260.45,315.7,91.0
Q4_2020,ELD,El Dorado,AR,373.5,452.72,24.0
Q4_2020,XNA,Fayetteville,AR,337.09,408.58,60392.0
Q4_2020,FSM,Fort Smith,AR,385.07,466.74,3187.0
Q4_2020,HRO,Harrison,AR,239.0,289.69,30.0
Q4_2020,HOT,Hot Springs,AR,290.5,352.12,39.0
Q4_2020,LIT,Little Rock,AR,285.91,346.56,63818.0
Q4_2020,TXK,Texarkana,AR,358.37,434.39,2325.0
Q4_2020,FLG,Flagstaff,AZ,315.47,382.39,3507.0
Q4_2020,PGA,Page,AZ,310.33,376.16,143.0
Q4_2020,PHX,Phoenix,AZ,260.63,315.91,825399.0
Q4_2020,AZA,Phoenix,AZ,122.4,148.36,40330.0
Q4_2020,PRC,Prescott,AZ,422.16,511.7,525.0
Q4_2020,SOW,Show Low,AZ,404.25,489.99,62.0
Q4_2020,TUS,Tucson,AZ,302.35,366.48,102184.0
Q4_2020,YUM,Yuma,AZ,383.31,464.61,4071.0
Q4_2020,ACV,Arcata/Eureka,CA,445.42,539.9,7528.0
Q4_2020,BFL,Bakersfield,CA,372.5,451.51,11994.0
Q4_2020,BUR,Burbank,CA,243.05,294.6,183243.0
Q4_2020,CEC,Crescent City,CA,307.0,372.12,
Q4_2020,IPL,El Centro,CA,266.92,323.53,141.0
Q4_2020,FAT,Fresno,CA,323.34,391.92,65689.0
Q4_2020,LGB,Long Beach,CA,209.86,254.37,102848.0
Q4_2020,LAX,Los Angeles,CA,268.09,324.95,1284083.0
Q4_2020,MCE,Merced,CA,287.33,348.28,
Q4_2020,MRY,Monterey,CA,335.91,407.15,14130.0
Q4_2020,OAK,Oakland,CA,232.42,281.72,268902.0
Q4_2020,ONT,Ontario,CA,277.56,336.43,198746.0
Q4_2020,PSP,Palm Springs,CA,294.31,356.74,52513.0
Q4_2020,RDD,Redding,CA,430.05,521.27,5149.0
Q4_2020,SMF,Sacramento,CA,278.68,337.79,367629.0
Q4_2020,SAN,San Diego,CA,280.69,340.22,596023.0
Q4_2020,SFO,San Francisco,CA,305.6,370.42,844286.0
Q4_2020,SJC,San Jose,CA,250.99,304.23,305263.0
Q4_2020,SBP,San Luis Obispo,CA,366.54,444.29,19797.0
Q4_2020,SNA,Santa Ana,CA,292.09,354.05,254126.0
Q4_2020,SBA,Santa Barbara,CA,375.71,455.4,36080.0
Q4_2020,SMX,Santa Maria,CA,96.43,116.89,739.0
Q4_2020,STS,Santa Rosa,CA,285.01,345.46,21711.0
Q4_2020,SCK,Stockton,CA,121.82,147.66,3948.0
Q4_2020,ALS,Alamosa,CO,360.02,436.38,295.0
Q4_2020,ASE,Aspen,CO,476.74,577.86,11153.0
Q4_2020,COS,Colorado Springs,CO,302.91,367.16,67750.0
Q4_2020,CEZ,Cortez,CO,358.65,434.72,98.0
Q4_2020,DEN,Denver,CO,222.43,269.61,1023630.0
Q4_2020,DRO,Durango,CO,420.97,510.26,11912.0
Q4_2020,EGE,Eagle,CO,426.37,516.8,7923.0
Q4_2020,GJT,Grand Junction,CO,341.09,413.43,13880.0
Q4_2020,GUC,Gunnison,CO,374.48,453.91,1725.0
Q4_2020,HDN,Hayden,CO,315.93,382.94,6709.0
Q4_2020,MTJ,Montrose/Delta,CO,346.92,420.5,10218.0
Q4_2020,PUB,Pueblo,CO,361.79,438.52,86.0
Q4_2020,TEX,Telluride,CO,572.5,693.93,162.0
Q4_2020,BDL,Hartford,CT,265.89,322.28,210677.0
Q4_2020,HVN,New Haven,CT,303.0,367.27,45855.0
Q4_2020,IAD,Washington-Dulles,DC,305.47,370.26,316263.0
Q4_2020,DCA,Washington-Reagan National,DC,271.03,328.52,547638.0
Q4_2020,DAB,Daytona Beach,FL,325.36,394.37,16860.0
Q4_2020,FLL,Fort Lauderdale,FL,182.59,221.31,585196.0
Q4_2020,RSW,Fort Myers,FL,234.06,283.7,215751.0
Q4_2020,GNV,Gainesville,FL,341.19,413.56,16639.0
Q4_2020,JAX,Jacksonville,FL,282.4,342.3,190561.0
Q4_2020,EYW,Key West,FL,319.98,387.85,16616.0
Q4_2020,MLB,Melbourne,FL,313.54,380.05,12470.0
Q4_2020,MIA,Miami,FL,225.52,273.36,478084.0
Q4_2020,MCO,Orlando,FL,191.31,231.88,845562.0
Q4_2020,ECP,Panama City,FL,281.73,341.49,33188.0
Q4_2020,PNS,Pensacola,FL,289.52,350.93,72946.0
Q4_2020,PGD,Punta Gorda,FL,113.22,137.23,37063.0
Q4_2020,SFB,Sanford,FL,103.67,125.66,48131.0
Q4_2020,SRQ,Sarasota/Bradenton,FL,246.45,298.72,86365.0
Q4_2020,PIE,St. Petersburg,FL,109.53,132.77,48668.0
Q4_2020,TLH,Tallahassee,FL,359.11,435.28,25686.0
Q4_2020,TPA,Tampa,FL,232.18,281.43,534514.0
Q4_2020,VPS,Valparaiso,FL,297.88,361.06,38296.0
Q4_2020,PBI,West Palm Beach/Palm Beach,FL,258.03,312.75,207211.0
Q4_2020,ABY,Albany,GA,396.87,481.05,1697.0
Q4_2020,ATL,Atlanta,GA,260.18,315.37,1012618.0
Q4_2020,AGS,Augusta,GA,340.04,412.16,17458.0
Q4_2020,BQK,Brunswick,GA,418.03,506.7,1856.0
Q4_2020,CSG,Columbus,GA,421.63,511.05,3020.0
Q4_2020,SAV,Savannah,GA,316.74,383.92,85268.0
Q4_2020,VLD,Valdosta,GA,449.48,544.81,2803.0
Q4_2020,ITO,Hilo,HI,151.64,183.81,37948.0
Q4_2020,HNL,Honolulu,HI,320.29,388.23,355128.0
Q4_2020,MKK,Hoolehua,HI,224.57,272.2,39.0
Q4_2020,OGG,Kahului,HI,269.5,326.66,112368.0
Q4_2020,KOA,Kona,HI,259.28,314.27,75880.0
Q4_2020,LNY,Lanai,HI,283.4,343.51,16.0
Q4_2020,LIH,Lihue,HI,262.95,318.72,66233.0
Q4_2020,CID,Cedar Rapids/Iowa City,IA,263.83,319.79,46040.0
Q4_2020,DSM,Des Moines,IA,263.76,319.71,91115.0
Q4_2020,DBQ,Dubuque,IA,246.4,298.66,388.0
Q4_2020,SUX,Sioux City,IA,310.29,376.11,1055.0
Q4_2020,ALO,Waterloo,IA,276.63,335.31,493.0
Q4_2020,BOI,Boise,ID,270.96,328.44,135151.0
Q4_2020,IDA,Idaho Falls,ID,357.63,433.49,17151.0
Q4_2020,LWS,Lewiston,ID,422.55,512.17,3448.0
Q4_2020,PIH,Pocatello,ID,390.18,472.94,1386.0
Q4_2020,SUN,Sun Valley/Hailey/Ketchum,ID,473.83,574.33,4889.0
Q4_2020,TWF,Twin Falls,ID,433.92,525.96,1848.0
Q4_2020,BLV,Belleville,IL,121.25,146.96,11114.0
Q4_2020,BMI,Bloomington/Normal,IL,263.76,319.7,9540.0
Q4_2020,CMI,Champaign/Urbana,IL,354.07,429.17,4867.0
Q4_2020,MDW,Chicago-Midway,IL,207.49,251.5,349329.0
Q4_2020,ORD,Chicago-O'Hare,IL,225.96,273.89,1089038.0
Q4_2020,DEC,Decatur,IL,342.83,415.55,596.0
Q4_2020,MWA,Marion/Herrin,IL,328.29,397.92,227.0
Q4_2020,MLI,Moline,IL,266.85,323.45,20094.0
Q4_2020,PIA,Peoria,IL,235.53,285.49,22607.0
Q4_2020,UIN,Quincy,IL,317.94,385.38,105.0
Q4_2020,RFD,Rockford,IL,132.06,160.07,9435.0
Q4_2020,SPI,Springfield,IL,224.56,272.19,3455.0
Q4_2020,EVV,Evansville,IN,312.84,379.19,10601.0
Q4_2020,FWA,Fort Wayne,IN,273.02,330.92,26685.0
Q4_2020,IND,Indianapolis,IN,263.43,319.3,289135.0
Q4_2020,SBN,South Bend,IN,258.91,313.83,27926.0
Q4_2020,DDC,Dodge City,KS,429.17,520.2,384.0
Q4_2020,GCK,Garden City,KS,322.44,390.83,1613.0
Q4_2020,HYS,Hays,KS,393.81,477.34,735.0
Q4_2020,LBL,Liberal,KS,402.0,487.27,386.0
Q4_2020,MHK,Manhattan/Ft. Riley,KS,403.41,488.98,4941.0
Q4_2020,SLN,Salina,KS,376.12,455.89,764.0
Q4_2020,ICT,Wichita,KS,282.7,342.66,50450.0
Q4_2020,LEX,Lexington,KY,299.83,363.42,42439.0
Q4_2020,SDF,Louisville,KY,268.48,325.42,122639.0
Q4_2020,OWB,Owensboro,KY,131.4,159.27,129.0
Q4_2020,PAH,Paducah,KY,440.49,533.92,376.0
Q4_2020,AEX,Alexandria,LA,383.23,464.52,5014.0
Q4_2020,BTR,Baton Rouge,LA,333.86,404.67,22788.0
Q4_2020,LFT,Lafayette,LA,368.5,446.66,14541.0
Q4_2020,LCH,Lake Charles,LA,423.19,512.95,5431.0
Q4_2020,MLU,Monroe,LA,368.45,446.6,6137.0
Q4_2020,MSY,New Orleans,LA,231.06,280.07,268725.0
Q4_2020,SHV,Shreveport,LA,363.93,441.12,19446.0
Q4_2020,BOS,Boston,MA,243.41,295.04,986868.0
Q4_2020,HYA,Hyannis,MA,287.88,348.93,950.0
Q4_2020,MVY,Martha's Vineyard,MA,415.15,503.2,3230.0
Q4_2020,ACK,Nantucket,MA,322.41,390.8,5436.0
Q4_2020,PVC,Provincetown,MA,632.33,766.45,94.0
Q4_2020,BWI,Baltimore,MD,241.12,292.27,489183.0
Q4_2020,HGR,Hagerstown,MD,103.61,125.58,2783.0
Q4_2020,SBY,Salisbury,MD,338.75,410.6,3343.0
Q4_2020,AUG,Augusta/Waterville,ME,372.0,450.9,161.0
Q4_2020,BGR,Bangor,ME,290.4,351.99,19034.0
Q4_2020,BHB,Bar Harbor,ME,311.4,377.45,193.0
Q4_2020,PWM,Portland,ME,284.23,344.52,65280.0
Q4_2020,PQI,Presque Isle/Houlton,ME,443.45,537.51,1349.0
Q4_2020,RKD,Rockland,ME,293.25,355.45,152.0
Q4_2020,APN,Alpena,MI,407.65,494.11,707.0
Q4_2020,DTW,Detroit,MI,281.75,341.51,572843.0
Q4_2020,ESC,Escanaba,MI,418.2,506.9,951.0
Q4_2020,FNT,Flint,MI,210.28,254.88,19789.0
Q4_2020,GRR,Grand Rapids,MI,272.42,330.2,122792.0
Q4_2020,CMX,Hancock/Houghton,MI,414.7,502.66,1092.0
Q4_2020,IMT,Iron Mountain/Kingsfd,MI,382.11,463.15,1197.0
Q4_2020,IWD,Ironwood,MI,286.78,347.6,148.0
Q4_2020,AZO,Kalamazoo,MI,337.1,408.6,5637.0
Q4_2020,LAN,Lansing,MI,309.45,375.09,6720.0
Q4_2020,MBL,Manistee/Ludington,MI,577.0,699.38,145.0
Q4_2020,MQT,Marquette,MI,361.52,438.2,2316.0
Q4_2020,MKG,Muskegon,MI,359.12,435.29,107.0
Q4_2020,PLN,Pellston,MI,417.66,506.24,1430.0
Q4_2020,MBS,Saginaw/Bay City/Midland,MI,435.94,528.4,6283.0
Q4_2020,CIU,Sault Ste. Marie,MI,418.09,506.77,1670.0
Q4_2020,TVC,Traverse City,MI,335.35,406.48,19320.0
Q4_2020,BJI,Bemidji,MN,452.88,548.94,1737.0
Q4_2020,BRD,Brainerd,MN,425.48,515.72,964.0
Q4_2020,DLH,Duluth,MN,354.53,429.73,7375.0
Q4_2020,HIB,Hibbing,MN,430.19,521.44,660.0
Q4_2020,INL,International Falls,MN,418.15,506.84,580.0
Q4_2020,MKT,Mankato,MN,264.0,320.0,
Q4_2020,MSP,Minneapolis,MN,265.08,321.3,657943.0
Q4_2020,RST,Rochester,MN,282.08,341.91,4832.0
Q4_2020,STC,St. Cloud,MN,163.14,197.75,1726.0
Q4_2020,TVF,Thief River Falls,MN,432.0,523.63,96.0
Q4_2020,BKG,Branson,MO,89.48,108.46,105.0
Q4_2020,CGI,Cape Girardeau,MO,431.02,522.44,155.0
Q4_2020,COU,Columbia,MO,369.33,447.66,5375.0
Q4_2020,TBN,Fort Leonard Wood,MO,305.82,370.69,177.0
Q4_2020,JLN,Joplin,MO,352.01,426.67,681.0
Q4_2020,MCI,Kansas City,MO,278.59,337.68,297424.0
Q4_2020,IRK,Kirksville,MO,483.18,585.66,133.0
Q4_2020,SGF,Springfield,MO,301.96,366.01,37755.0
Q4_2020,STL,St. Louis,MO,262.66,318.38,317689.0
Q4_2020,GTR,Columbus,MS,462.59,560.71,2412.0
Q4_2020,GLH,Greenville,MS,321.6,389.81,61.0
Q4_2020,GPT,Gulfport/Biloxi,MS,324.84,393.74,16550.0
Q4_2020,PIB,Hattiesburg/Laurel,MS,406.99,493.31,484.0
Q4_2020,JAN,Jackson/Vicksburg,MS,384.17,465.66,35868.0
Q4_2020,MEI,Meridian,MS,435.45,527.82,844.0
Q4_2020,TUP,Tupelo,MS,333.58,404.34,126.0
Q4_2020,BIL,Billings,MT,317.58,384.94,25278.0
Q4_2020,BZN,Bozeman,MT,325.1,394.05,56214.0
Q4_2020,BTM,Butte,MT,422.29,511.86,907.0
Q4_2020,GDV,Glendive,MT,245.33,297.37,29.0
Q4_2020,GTF,Great Falls,MT,341.65,414.12,10663.0
Q4_2020,HVR,Havre,MT,604.0,732.11,14.0
Q4_2020,HLN,Helena,MT,405.5,491.51,5609.0
Q4_2020,FCA,Kalispell,MT,349.04,423.07,21498.0
Q4_2020,MSO,Missoula,MT,318.22,385.72,25558.0
Q4_2020,SDY,Sidney,MT,357.22,432.99,67.0
Q4_2020,WYS,West Yellowstone,MT,282.25,342.12,259.0
Q4_2020,OLF,Wolf Point,MT,309.0,374.54,19.0
Q4_2020,AVL,Asheville,NC,232.94,282.35,52773.0
Q4_2020,CLT,Charlotte,NC,283.3,343.39,446301.0
Q4_2020,USA,Concord,NC,101.1,122.55,6582.0
Q4_2020,FAY,Fayetteville,NC,352.96,427.83,10527.0
Q4_2020,GSO,Greensboro/High Point,NC,308.7,374.18,52146.0
Q4_2020,PGV,Greenville,NC,234.73,284.51,2490.0
Q4_2020,OAJ,Jacksonville/Camp Lejeune,NC,372.66,451.7,8903.0
Q4_2020,EWN,New Bern/Morehead/Beaufort,NC,366.32,444.02,5024.0
Q4_2020,RDU,Raleigh/Durham,NC,263.98,319.97,403082.0
Q4_2020,ILM,Wilmington,NC,341.77,414.26,38008.0
Q4_2020,BIS,Bismarck/Mandan,ND,301.49,365.44,17904.0
Q4_2020,DVL,Devils Lake,ND,445.9,540.48,390.0
Q4_2020,DIK,Dickinson,ND,432.5,524.24,1442.0
Q4_2020,FAR,Fargo,ND,313.36,379.83,32694.0
Q4_2020,GFK,Grand Forks,ND,379.63,460.15,5419.0
Q4_2020,JMS,Jamestown,ND,439.05,532.18,407.0
Q4_2020,MOT,Minot,ND,370.26,448.8,10415.0
Q4_2020,XWA,Williston,ND,501.63,608.03,6630.0
Q4_2020,AIA,Alliance,NE,442.33,536.15,92.0
Q4_2020,CDR,Chadron,NE,370.83,449.49,29.0
Q4_2020,GRI,Grand Island,NE,224.44,272.04,3849.0
Q4_2020,EAR,Kearney,NE,445.76,540.31,618.0
Q4_2020,LNK,Lincoln,NE,371.14,449.86,6629.0
Q4_2020,MCK,McCook,NE,508.0,615.75,67.0
Q4_2020,LBF,North Platte,NE,404.77,490.62,919.0
Q4_2020,OMA,Omaha,NE,282.01,341.83,143403.0
Q4_2020,BFF,Scottsbluff,NE,423.4,513.21,635.0
Q4_2020,LEB,Lebanon-Hanover,NH,337.0,408.48,231.0
Q4_2020,MHT,Manchester,NH,296.39,359.26,37031.0
Q4_2020,PSM,Portsmouth,NH,133.38,161.67,3847.0
Q4_2020,ACY,Atlantic City,NJ,100.66,122.02,28530.0
Q4_2020,EWR,Newark,NJ,232.26,281.52,940299.0
Q4_2020,TTN,Trenton,NJ,111.55,135.22,16828.0
Q4_2020,ABQ,Albuquerque,NM,269.43,326.58,133295.0
Q4_2020,CNM,Carlsbad,NM,418.25,506.96,
Q4_2020,CVN,Clovis,NM,458.55,555.81,247.0
Q4_2020,HOB,Hobbs,NM,305.83,370.69,1481.0
Q4_2020,ROW,Roswell,NM,417.44,505.98,2702.0
Q4_2020,SAF,Santa Fe,NM,339.06,410.97,7660.0
Q4_2020,EKO,Elko,NV,503.76,610.62,773.0
Q4_2020,LAS,Las Vegas,NV,194.34,235.56,675568.0
Q4_2020,RNO,Reno,NV,274.42,332.63,109805.0
Q4_2020,ALB,Albany,NY,269.2,326.3,88845.0
Q4_2020,BGM,Binghamton,NY,348.68,422.64,1769.0
Q4_2020,BUF,Buffalo,NY,247.67,300.2,146872.0
Q4_2020,ELM,Elmira/Corning,NY,281.9,341.69,5534.0
Q4_2020,ISP,Islip,NY,193.09,234.04,42627.0
Q4_2020,ITH,Ithaca/Cortland,NY,338.88,410.76,3911.0
Q4_2020,MSS,Massena,NY,401.83,487.06,52.0
Q4_2020,JFK,New York-JFK,NY,271.59,329.2,750626.0
Q4_2020,LGA,New York-La Guardia,NY,223.85,271.32,795129.0
Q4_2020,SWF,Newburgh/Poughkeepsie,NY,102.77,124.56,6432.0
Q4_2020,IAG,Niagara Falls,NY,95.6,115.88,4190.0
Q4_2020,OGS,Ogdensburg,NY,341.04,413.38,204.0
Q4_2020,PBG,Plattsburgh,NY,178.18,215.97,6860.0
Q4_2020,ROC,Rochester,NY,265.37,321.65,81114.0
Q4_2020,SLK,Saranac Lake/Lake Placid,NY,595.0,721.2,86.0
Q4_2020,SYR,Syracuse,NY,285.04,345.5,94536.0
Q4_2020,ART,Watertown,NY,315.65,382.6,1484.0
Q4_2020,HPN,White Plains,NY,230.32,279.17,85416.0
Q4_2020,CAK,Akron,OH,278.21,337.21,25340.0
Q4_2020,CVG,Cincinnati,OH,236.86,287.1,254552.0
Q4_2020,CLE,Cleveland,OH,219.99,266.66,275340.0
Q4_2020,CMH,Columbus,OH,266.0,322.42,244751.0
Q4_2020,LCK,Columbus,OH,117.94,142.96,10393.0
Q4_2020,DAY,Dayton,OH,304.32,368.87,35189.0
Q4_2020,TOL,Toledo,OH,190.6,231.02,4355.0
Q4_2020,LAW,Lawton/Fort Sill,OK,376.82,456.74,2405.0
Q4_2020,OKC,Oklahoma City,OK,288.12,349.23,121164.0
Q4_2020,SWO,Stillwater,OK,343.85,416.79,2029.0
Q4_2020,TUL,Tulsa,OK,281.76,341.52,88037.0
Q4_2020,RDM,Bend/Redmond,OR,302.2,366.3,33127.0
Q4_2020,EUG,Eugene,OR,287.97,349.05,48046.0
Q4_2020,MFR,Medford,OR,299.76,363.34,28387.0
Q4_2020,OTH,North Bend/Coos Bay,OR,357.7,433.57,780.0
Q4_2020,PDT,Pendleton,OR,351.14,425.62,17.0
Q4_2020,PDX,Portland,OR,286.32,347.05,441785.0
Q4_2020,ABE,Allentown/Bethlehem/Easton,PA,230.59,279.5,29795.0
Q4_2020,AOO,Altoona,PA,422.5,512.11,134.0
Q4_2020,BFD,Bradford,PA,579.5,702.41,62.0
Q4_2020,DUJ,DuBois,PA,479.13,580.75,140.0
Q4_2020,ERI,Erie,PA,309.43,375.06,2916.0
Q4_2020,MDT,Harrisburg,PA,305.62,370.44,42667.0
Q4_2020,JST,Johnstown,PA,292.75,354.84,813.0
Q4_2020,LNS,Lancaster,PA,570.25,691.2,320.0
Q4_2020,LBE,Latrobe,PA,83.71,101.46,5672.0
Q4_2020,PHL,Philadelphia,PA,232.13,281.36,618958.0
Q4_2020,PIT,Pittsburgh,PA,255.75,309.99,273272.0
Q4_2020,AVP,Scranton/Wilkes-Barre,PA,326.66,395.95,14115.0
Q4_2020,SCE,State College,PA,340.76,413.03,7557.0
Q4_2020,IPT,Williamsport,PA,251.75,305.15,39.0
Q4_2020,MAZ,Mayaguez,PR,277.75,336.66,57.0
Q4_2020,SJU,San Juan,PR,176.23,213.61,262979.0
Q4_2020,VQS,Vieques,PR,795.0,963.62,59.0
Q4_2020,PVD,Providence,RI,238.28,288.81,123931.0
Q4_2020,CHS,Charleston,SC,281.46,341.16,144183.0
Q4_2020,CAE,Columbia,SC,337.68,409.3,35315.0
Q4_2020,FLO,Florence,SC,281.71,341.46,1496.0
Q4_2020,GSP,Greer,SC,304.85,369.51,74606.0
Q4_2020,HHH,Hilton Head,SC,328.65,398.36,3578.0
Q4_2020,MYR,Myrtle Beach,SC,250.61,303.76,67308.0
Q4_2020,ABR,Aberdeen,SD,429.7,520.85,1417.0
Q4_2020,PIR,Pierre,SD,464.54,563.08,507.0
Q4_2020,RAP,Rapid City,SD,321.49,389.68,20028.0
Q4_2020,FSD,Sioux Falls,SD,295.32,357.96,40697.0
Q4_2020,ATY,Watertown,SD,442.16,535.95,281.0
Q4_2020,TRI,Bristol/Johnson City/Kingsport,TN,353.73,428.76,12639.0
Q4_2020,CHA,Chattanooga,TN,326.11,395.28,31471.0
Q4_2020,TYS,Knoxville,TN,297.47,360.56,80983.0
Q4_2020,MEM,Memphis,TN,269.57,326.75,133439.0
Q4_2020,BNA,Nashville,TN,243.22,294.81,441195.0
Q4_2020,GUM,Guam,TT,1413.75,1713.61,4466.0
Q4_2020,SPN,Saipan,TT,1003.03,1215.78,1357.0
Q4_2020,ABI,Abilene,TX,372.8,451.87,5572.0
Q4_2020,AMA,Amarillo,TX,287.97,349.05,21618.0
Q4_2020,AUS,Austin,TX,267.34,324.05,472888.0
Q4_2020,BPT,Beaumont/Port Arthur,TX,328.94,398.71,2120.0
Q4_2020,BRO,Brownsville,TX,307.49,372.71,12172.0
Q4_2020,CLL,College Station/Bryan,TX,318.46,386.01,3669.0
Q4_2020,CRP,Corpus Christi,TX,322.88,391.36,19530.0
Q4_2020,DFW,Dallas-DFW,TX,269.53,326.7,894683.0
Q4_2020,DAL,Dallas-Love Field,TX,229.94,278.72,289935.0
Q4_2020,DRT,Del Rio,TX,275.89,334.41,
Q4_2020,ELP,El Paso,TX,288.18,349.31,120309.0
Q4_2020,HRL,Harlingen/San Benito,TX,239.66,290.5,29191.0
Q4_2020,HOU,Houston-Hobby,TX,240.53,291.55,229047.0
Q4_2020,IAH,Houston-Intercontinental,TX,267.59,324.35,627878.0
Q4_2020,GRK,Killeen,TX,325.03,393.97,5882.0
Q4_2020,LRD,Laredo,TX,318.54,386.1,9858.0
Q4_2020,GGG,Longview,TX,340.15,412.3,2190.0
Q4_2020,LBB,Lubbock,TX,288.5,349.7,30395.0
Q4_2020,MAF,Midland/Odessa,TX,303.18,367.48,41759.0
Q4_2020,MFE,Mission/McAllen/Edinburg,TX,300.44,364.16,39274.0
Q4_2020,SJT,San Angelo,TX,371.62,450.44,2754.0
Q4_2020,SAT,San Antonio,TX,299.82,363.41,261417.0
Q4_2020,TYR,Tyler,TX,365.48,443.0,3286.0
Q4_2020,VCT,Victoria,TX,383.66,465.03,783.0
Q4_2020,ACT,Waco,TX,371.98,450.88,3244.0
Q4_2020,SPS,Wichita Falls,TX,341.72,414.2,1907.0
Q4_2020,CDC,Cedar City,UT,363.14,440.16,732.0
Q4_2020,CNY,Moab,UT,337.0,408.48,241.0
Q4_2020,OGD,Ogden,UT,102.48,124.22,1155.0
Q4_2020,PVU,Provo,UT,117.88,142.89,27400.0
Q4_2020,SLC,Salt Lake City,UT,314.2,380.85,434499.0
Q4_2020,SGU,St. George,UT,330.86,401.04,7927.0
Q4_2020,VEL,Vernal,UT,435.6,527.99,303.0
Q4_2020,CHO,Charlottesville,VA,312.04,378.22,20466.0
Q4_2020,LYH,Lynchburg,VA,334.8,405.81,4980.0
Q4_2020,PHF,Newport News/Williamsburg,VA,352.84,427.68,3955.0
Q4_2020,ORF,Norfolk,VA,314.27,380.93,135070.0
Q4_2020,RIC,Richmond,VA,282.65,342.6,145166.0
Q4_2020,ROA,Roanoke,VA,332.2,402.66,21008.0
Q4_2020,SHD,Staunton,VA,389.7,472.36,349.0
Q4_2020,STT,Charlotte Amalie,VI,295.12,357.71,23386.0
Q4_2020,STX,Christiansted,VI,332.51,403.03,8986.0
Q4_2020,BTV,Burlington,VT,327.31,396.74,36575.0
Q4_2020,RUT,Rutland,VT,303.33,367.67,124.0
Q4_2020,BLI,Bellingham,WA,217.67,263.83,17664.0
Q4_2020,PAE,Everett,WA,285.26,345.76,19523.0
Q4_2020,PSC,Pasco/Kennewick/Richland,WA,337.81,409.46,27906.0
Q4_2020,PUW,Pullman,WA,319.76,387.58,3643.0
Q4_2020,SEA,Seattle,WA,285.09,345.56,880202.0
Q4_2020,GEG,Spokane,WA,284.24,344.53,112587.0
Q4_2020,ALW,Walla Walla,WA,299.15,362.61,1977.0
Q4_2020,EAT,Wenatchee,WA,326.57,395.84,2587.0
Q4_2020,YKM,Yakima,WA,346.65,420.18,2476.0
Q4_2020,ATW,Appleton,WI,272.45,330.24,35369.0
Q4_2020,EAU,Eau Claire,WI,366.47,444.2,1210.0
Q4_2020,GRB,Green Bay,WI,354.62,429.84,18187.0
Q4_2020,LSE,La Crosse,WI,313.06,379.46,1939.0
Q4_2020,MSN,Madison,WI,325.38,394.39,67201.0
Q4_2020,MKE,Milwaukee,WI,279.13,338.33,179994.0
Q4_2020,CWA,Mosinee,WI,364.31,441.58,5375.0
Q4_2020,RHI,Rhinelander,WI,421.54,510.95,1431.0
Q4_2020,HTS,Ashland,WV,99.8,120.97,6189.0
Q4_2020,BKW,Beckley,WV,372.36,451.34,206.0
Q4_2020,CRW,Charleston/Dunbar,WV,365.19,442.65,11747.0
